date,machine_id,shift,product_type,units_produced,defective_units,downtime_minutes,production_time_minutes,operator_id,factory_location
21-07-24,MCH003,Night,Bearing,617,21,19,500,OP104,Aurangabad
21-07-24,MCH004,Morning,Gear,608,21,18,480,OP113,Mumbai
21-07-24,MCH004,Evening,Bolt,493,20,42,450,OP103,Aurangabad
21-07-24,MCH004,Night,Bolt,681,9,31,500,OP108,Nashik
21-07-24,MCH005,Morning,Gear,542,13,35,480,OP118,Nashik
21-07-24,MCH005,Evening,Shaft,457,13,27,450,OP103,Pune
21-07-24,MCH005,Night,Bolt,670,23,38,500,OP109,Pune
22-07-24,MCH001,Morning,Bolt,462,24,25,480,OP101,Pune
22-07-24,MCH001,Evening,Gear,545,21,6,450,OP118,Nashik
22-07-24,MCH001,Night,Nut,692,20,9,500,OP111,Nashik
22-07-24,MCH002,Morning,Bearing,600,16,30,480,OP114,Pune
22-07-24,MCH002,Evening,Gear,662,24,8,450,OP110,Mumbai
22-07-24,MCH002,Night,Nut,502,11,40,500,OP102,Nagpur
22-07-24,MCH003,Morning,Gear,675,21,36,480,OP106,Mumbai
22-07-24,MCH003,Evening,Bolt,681,8,47,450,OP102,Nashik
22-07-24,MCH003,Night,Gear,603,5,40,500,OP113,Nagpur
22-07-24,MCH004,Morning,Nut,487,19,35,480,OP116,Mumbai
22-07-24,MCH004,Evening,Bolt,539,22,8,450,OP113,Nagpur
22-07-24,MCH004,Night,Bolt,632,16,23,500,OP113,Nashik
22-07-24,MCH005,Morning,Bearing,610,24,29,480,OP110,Pune
22-07-24,MCH005,Evening,Bolt,460,21,59,450,OP102,Pune
22-07-24,MCH005,Night,Gear,482,7,38,500,OP116,Nashik
23-07-24,MCH001,Morning,Gear,686,9,6,480,OP114,Nashik
23-07-24,MCH001,Evening,Nut,665,12,58,450,OP112,Aurangabad
23-07-24,MCH001,Night,Nut,575,10,13,500,OP102,Mumbai
23-07-24,MCH002,Morning,Gear,476,23,11,480,OP109,Aurangabad
23-07-24,MCH002,Evening,Bolt,649,7,29,450,OP111,Aurangabad
23-07-24,MCH002,Night,Gear,651,14,6,500,OP112,Nashik
23-07-24,MCH003,Morning,Bolt,521,8,53,480,OP115,Nashik
23-07-24,MCH003,Evening,Shaft,406,17,55,450,OP116,Pune
23-07-24,MCH003,Night,Gear,523,17,16,500,OP106,Pune
23-07-24,MCH004,Morning,Shaft,643,18,51,480,OP110,Pune
23-07-24,MCH004,Evening,Bearing,514,11,5,450,OP108,Mumbai
23-07-24,MCH004,Night,Gear,497,19,21,500,OP112,Aurangabad
23-07-24,MCH005,Morning,Bolt,498,19,43,480,OP100,Mumbai
23-07-24,MCH005,Evening,Shaft,464,9,7,450,OP116,Mumbai
23-07-24,MCH005,Night,Shaft,490,23,58,500,OP117,Nagpur
24-07-24,MCH001,Morning,Shaft,479,12,47,480,OP107,Pune
24-07-24,MCH001,Evening,Gear,558,16,13,450,OP104,Mumbai
24-07-24,MCH001,Night,Nut,666,24,23,500,OP103,Mumbai
24-07-24,MCH002,Morning,Bearing,473,17,56,480,OP113,Mumbai
24-07-24,MCH002,Evening,Gear,556,8,11,450,OP118,Nagpur
24-07-24,MCH002,Night,Gear,551,22,25,500,OP111,Pune
24-07-24,MCH003,Morning,Gear,405,18,59,480,OP105,Aurangabad
24-07-24,MCH003,Evening,Nut,501,12,30,450,OP114,Nashik
24-07-24,MCH003,Night,Shaft,627,14,56,500,OP117,Aurangabad
24-07-24,MCH004,Morning,Shaft,638,8,20,480,OP114,Nashik
24-07-24,MCH004,Evening,Shaft,647,5,39,450,OP104,Aurangabad
24-07-24,MCH004,Night,Gear,603,23,13,500,OP110,Aurangabad
24-07-24,MCH005,Morning,Nut,633,19,55,480,OP102,Nagpur
24-07-24,MCH005,Evening,Bearing,559,9,36,450,OP110,Mumbai
24-07-24,MCH005,Night,Bolt,431,17,6,500,OP118,Nashik
25-07-24,MCH001,Morning,Bolt,436,13,42,480,OP116,Nagpur
25-07-24,MCH001,Evening,Bolt,697,20,45,450,OP106,Pune
25-07-24,MCH001,Night,Bolt,696,7,26,500,OP107,Aurangabad
25-07-24,MCH002,Morning,Nut,431,20,11,480,OP106,Pune
25-07-24,MCH002,Evening,Bearing,508,7,48,450,OP107,Aurangabad
25-07-24,MCH002,Night,Gear,511,11,8,500,OP111,Pune
25-07-24,MCH003,Morning,Nut,461,21,6,480,OP105,Mumbai
25-07-24,MCH003,Evening,Nut,570,22,44,450,OP106,Aurangabad
25-07-24,MCH003,Night,Bearing,440,24,33,500,OP115,Nashik
25-07-24,MCH004,Morning,Bolt,511,13,49,480,OP104,Mumbai
25-07-24,MCH004,Evening,Bearing,534,13,29,450,OP113,Mumbai
25-07-24,MCH004,Night,Nut,573,16,32,500,OP118,Nagpur
25-07-24,MCH005,Morning,Nut,631,20,6,480,OP106,Nashik
25-07-24,MCH005,Evening,Bolt,605,13,54,450,OP110,Nashik
25-07-24,MCH005,Night,Shaft,641,15,29,500,OP103,Nashik
26-07-24,MCH001,Morning,Bolt,668,8,46,480,OP104,Mumbai
26-07-24,MCH001,Evening,Gear,631,11,23,450,OP113,Nagpur
26-07-24,MCH001,Night,Nut,464,10,31,500,OP114,Nagpur
26-07-24,MCH002,Morning,Shaft,465,9,13,480,OP119,Nagpur
26-07-24,MCH002,Evening,Bolt,497,13,11,450,OP117,Nagpur
26-07-24,MCH002,Night,Gear,532,19,41,500,OP110,Nashik
26-07-24,MCH003,Morning,Bearing,633,10,7,480,OP101,Mumbai
26-07-24,MCH003,Evening,Nut,401,19,41,450,OP114,Nagpur
26-07-24,MCH003,Night,Bolt,623,22,51,500,OP119,Nagpur
26-07-24,MCH004,Morning,Gear,506,13,41,480,OP100,Nagpur
26-07-24,MCH004,Evening,Shaft,439,18,52,450,OP105,Nashik
26-07-24,MCH004,Night,Shaft,660,23,34,500,OP103,Nagpur
26-07-24,MCH005,Morning,Gear,686,5,7,480,OP107,Nashik
26-07-24,MCH005,Evening,Bolt,538,19,45,450,OP116,Pune
26-07-24,MCH005,Night,Shaft,513,24,6,500,OP103,Aurangabad
27-07-24,MCH001,Morning,Bearing,624,15,7,480,OP107,Aurangabad
27-07-24,MCH001,Evening,Gear,549,9,15,450,OP111,Nagpur
27-07-24,MCH001,Night,Nut,476,24,7,500,OP112,Nashik
27-07-24,MCH002,Morning,Gear,538,24,25,480,OP106,Pune
27-07-24,MCH002,Evening,Bearing,604,5,38,450,OP108,Nagpur
27-07-24,MCH002,Night,Shaft,685,13,49,500,OP104,Nashik
27-07-24,MCH003,Morning,Bolt,500,8,50,480,OP105,Aurangabad
27-07-24,MCH003,Evening,Gear,623,5,38,450,OP112,Aurangabad
27-07-24,MCH003,Night,Gear,665,14,54,500,OP111,Nagpur
27-07-24,MCH004,Morning,Shaft,633,19,45,480,OP101,Aurangabad
27-07-24,MCH004,Evening,Gear,470,13,44,450,OP105,Aurangabad
27-07-24,MCH004,Night,Nut,511,8,33,500,OP105,Pune
27-07-24,MCH005,Morning,Bolt,673,17,26,480,OP113,Mumbai
27-07-24,MCH005,Evening,Shaft,516,8,21,450,OP118,Pune
27-07-24,MCH005,Night,Bearing,533,22,8,500,OP110,Mumbai
28-07-24,MCH001,Morning,Nut,491,15,39,480,OP114,Mumbai
28-07-24,MCH001,Evening,Nut,492,12,39,450,OP100,Pune
28-07-24,MCH001,Night,Bolt,607,13,35,500,OP116,Mumbai
28-07-24,MCH002,Morning,Bearing,497,16,56,480,OP119,Nashik
28-07-24,MCH002,Evening,Bearing,539,17,12,450,OP115,Nagpur
28-07-24,MCH002,Night,Bearing,562,17,16,500,OP118,Mumbai
28-07-24,MCH003,Morning,Gear,589,13,44,480,OP116,Aurangabad
28-07-24,MCH003,Evening,Bearing,606,17,25,450,OP111,Mumbai
28-07-24,MCH003,Night,Bolt,506,18,21,500,OP101,Mumbai
28-07-24,MCH004,Morning,Bearing,599,9,11,480,OP112,Pune
28-07-24,MCH004,Evening,Bearing,549,16,44,450,OP112,Nashik
28-07-24,MCH004,Night,Gear,414,16,30,500,OP108,Nashik
28-07-24,MCH005,Morning,Shaft,443,24,49,480,OP105,Mumbai
28-07-24,MCH005,Evening,Shaft,661,23,35,450,OP101,Mumbai
28-07-24,MCH005,Night,Shaft,427,8,5,500,OP114,Mumbai
29-07-24,MCH001,Morning,Gear,574,6,56,480,OP103,Mumbai
29-07-24,MCH001,Evening,Shaft,602,14,5,450,OP110,Nashik
29-07-24,MCH001,Night,Bolt,627,6,43,500,OP118,Aurangabad
29-07-24,MCH002,Morning,Shaft,532,12,18,480,OP103,Mumbai
29-07-24,MCH002,Evening,Bearing,475,14,18,450,OP108,Pune
29-07-24,MCH002,Night,Shaft,592,24,53,500,OP110,Aurangabad
29-07-24,MCH003,Morning,Bolt,594,10,47,480,OP112,Nagpur
29-07-24,MCH003,Evening,Bearing,601,6,28,450,OP113,Pune
29-07-24,MCH003,Night,Bearing,431,15,38,500,OP104,Mumbai
29-07-24,MCH004,Morning,Bearing,625,20,29,480,OP104,Aurangabad
29-07-24,MCH004,Evening,Bolt,552,14,27,450,OP101,Mumbai
29-07-24,MCH004,Night,Shaft,644,6,36,500,OP108,Pune
29-07-24,MCH005,Morning,Shaft,694,11,50,480,OP104,Mumbai
29-07-24,MCH005,Evening,Bearing,576,13,49,450,OP115,Mumbai
29-07-24,MCH005,Night,Bearing,531,16,12,500,OP114,Nashik
30-07-24,MCH001,Morning,Gear,463,12,44,480,OP118,Pune
30-07-24,MCH001,Evening,Bearing,631,16,19,450,OP103,Mumbai
30-07-24,MCH001,Night,Bearing,574,21,58,500,OP119,Nashik
30-07-24,MCH002,Morning,Shaft,540,18,52,480,OP112,Aurangabad
30-07-24,MCH002,Evening,Shaft,502,9,18,450,OP108,Aurangabad
30-07-24,MCH002,Night,Gear,616,18,32,500,OP101,Nashik
30-07-24,MCH003,Morning,Bearing,476,22,7,480,OP118,Pune
30-07-24,MCH003,Evening,Gear,504,12,39,450,OP101,Aurangabad
30-07-24,MCH003,Night,Gear,537,21,47,500,OP104,Nashik
30-07-24,MCH004,Morning,Nut,664,17,56,480,OP110,Nagpur
30-07-24,MCH004,Evening,Shaft,698,13,11,450,OP115,Pune
30-07-24,MCH004,Night,Bolt,468,10,55,500,OP100,Aurangabad
30-07-24,MCH005,Morning,Bearing,545,17,37,480,OP109,Nagpur
30-07-24,MCH005,Evening,Bolt,485,20,28,450,OP119,Nashik
30-07-24,MCH005,Night,Nut,561,12,17,500,OP106,Aurangabad
31-07-24,MCH001,Morning,Nut,671,22,55,480,OP103,Pune
31-07-24,MCH001,Evening,Nut,539,20,57,450,OP116,Aurangabad
31-07-24,MCH001,Night,Gear,553,13,9,500,OP116,Mumbai
31-07-24,MCH002,Morning,Nut,401,11,40,480,OP112,Nashik
31-07-24,MCH002,Evening,Gear,594,6,52,450,OP102,Aurangabad
31-07-24,MCH002,Night,Gear,662,20,9,500,OP101,Nagpur
31-07-24,MCH003,Morning,Bolt,415,9,7,480,OP114,Pune
31-07-24,MCH003,Evening,Bearing,449,13,12,450,OP118,Pune
31-07-24,MCH003,Night,Bolt,477,11,45,500,OP116,Nagpur
31-07-24,MCH004,Morning,Nut,575,14,22,480,OP102,Mumbai
31-07-24,MCH004,Evening,Gear,470,23,59,450,OP107,Nagpur
31-07-24,MCH004,Night,Bolt,681,11,37,500,OP107,Nagpur
31-07-24,MCH005,Morning,Gear,419,24,14,480,OP111,Pune
31-07-24,MCH005,Evening,Shaft,552,8,8,450,OP108,Mumbai
31-07-24,MCH005,Night,Bolt,619,11,36,500,OP111,Aurangabad
01-08-24,MCH001,Morning,Nut,526,13,18,480,OP112,Aurangabad
01-08-24,MCH001,Evening,Bearing,601,6,22,450,OP112,Aurangabad
01-08-24,MCH001,Night,Shaft,459,8,5,500,OP110,Mumbai
01-08-24,MCH002,Morning,Bearing,575,5,8,480,OP105,Aurangabad
01-08-24,MCH002,Evening,Nut,470,11,54,450,OP101,Pune
01-08-24,MCH002,Night,Bearing,611,17,48,500,OP114,Aurangabad
01-08-24,MCH003,Morning,Bolt,676,18,14,480,OP115,Nagpur
01-08-24,MCH003,Evening,Bearing,552,18,18,450,OP101,Nashik
01-08-24,MCH003,Night,Bearing,557,22,58,500,OP103,Nagpur
01-08-24,MCH004,Morning,Bolt,482,20,32,480,OP103,Pune
01-08-24,MCH004,Evening,Gear,511,19,20,450,OP119,Pune
01-08-24,MCH004,Night,Nut,596,9,43,500,OP112,Aurangabad
01-08-24,MCH005,Morning,Bearing,493,8,27,480,OP105,Nashik
01-08-24,MCH005,Evening,Bolt,477,22,16,450,OP114,Aurangabad
01-08-24,MCH005,Night,Bolt,568,9,9,500,OP105,Nagpur
02-08-24,MCH001,Morning,Gear,560,15,25,480,OP119,Pune
02-08-24,MCH001,Evening,Shaft,620,12,30,450,OP101,Nagpur
02-08-24,MCH001,Night,Gear,635,9,17,500,OP105,Nagpur
02-08-24,MCH002,Morning,Nut,581,15,8,480,OP100,Pune
02-08-24,MCH002,Evening,Gear,602,9,28,450,OP106,Pune
02-08-24,MCH002,Night,Gear,530,12,32,500,OP110,Pune
02-08-24,MCH003,Morning,Nut,565,10,39,480,OP109,Mumbai
02-08-24,MCH003,Evening,Bearing,453,6,28,450,OP112,Aurangabad
02-08-24,MCH003,Night,Bolt,486,18,36,500,OP102,Nashik
02-08-24,MCH004,Morning,Gear,613,5,9,480,OP116,Nashik
02-08-24,MCH004,Evening,Nut,674,8,55,450,OP105,Aurangabad
02-08-24,MCH004,Night,Bolt,519,5,28,500,OP116,Pune
02-08-24,MCH005,Morning,Bearing,422,5,45,480,OP113,Pune
02-08-24,MCH005,Evening,Nut,497,22,22,450,OP105,Pune
02-08-24,MCH005,Night,Shaft,638,14,34,500,OP103,Nashik
03-08-24,MCH001,Morning,Bolt,664,9,15,480,OP102,Aurangabad
03-08-24,MCH001,Evening,Gear,473,11,37,450,OP105,Pune
03-08-24,MCH001,Night,Bolt,632,15,23,500,OP101,Nashik
03-08-24,MCH002,Morning,Bearing,672,14,7,480,OP102,Pune
03-08-24,MCH002,Evening,Bolt,465,5,11,450,OP119,Aurangabad
03-08-24,MCH002,Night,Nut,642,23,50,500,OP102,Mumbai
03-08-24,MCH003,Morning,Shaft,467,15,20,480,OP102,Pune
03-08-24,MCH003,Evening,Bearing,400,10,55,450,OP106,Nagpur
03-08-24,MCH003,Night,Gear,491,22,28,500,OP112,Mumbai
03-08-24,MCH004,Morning,Nut,472,21,37,480,OP100,Aurangabad
03-08-24,MCH004,Evening,Shaft,486,16,20,450,OP113,Aurangabad
03-08-24,MCH004,Night,Bearing,433,22,20,500,OP108,Pune
03-08-24,MCH005,Morning,Nut,654,12,28,480,OP119,Mumbai
03-08-24,MCH005,Evening,Shaft,575,8,10,450,OP102,Mumbai
03-08-24,MCH005,Night,Bolt,455,7,10,500,OP114,Aurangabad
04-08-24,MCH001,Morning,Bearing,532,11,26,480,OP114,Pune
04-08-24,MCH001,Evening,Bearing,434,17,30,450,OP102,Mumbai
04-08-24,MCH001,Night,Bolt,555,8,53,500,OP105,Mumbai
04-08-24,MCH002,Morning,Shaft,608,7,48,480,OP113,Nagpur
04-08-24,MCH002,Evening,Bearing,459,9,14,450,OP109,Pune
04-08-24,MCH002,Night,Bolt,612,17,14,500,OP105,Aurangabad
04-08-24,MCH003,Morning,Nut,457,18,35,480,OP116,Mumbai
04-08-24,MCH003,Evening,Gear,434,11,43,450,OP100,Mumbai
04-08-24,MCH003,Night,Bearing,642,14,11,500,OP112,Nashik
04-08-24,MCH004,Morning,Bearing,413,15,6,480,OP101,Aurangabad
04-08-24,MCH004,Evening,Bolt,638,21,18,450,OP115,Pune
04-08-24,MCH004,Night,Gear,411,10,22,500,OP104,Mumbai
04-08-24,MCH005,Morning,Gear,652,23,16,480,OP108,Pune
04-08-24,MCH005,Evening,Bearing,624,17,35,450,OP107,Mumbai
04-08-24,MCH005,Night,Bolt,444,22,39,500,OP112,Nagpur
05-08-24,MCH001,Morning,Bolt,482,22,29,480,OP105,Pune
05-08-24,MCH001,Evening,Shaft,563,8,43,450,OP106,Mumbai
05-08-24,MCH001,Night,Nut,607,20,9,500,OP114,Pune
05-08-24,MCH002,Morning,Shaft,619,23,11,480,OP111,Pune
05-08-24,MCH002,Evening,Gear,465,20,43,450,OP117,Nashik
05-08-24,MCH002,Night,Bearing,676,15,26,500,OP114,Pune
05-08-24,MCH003,Morning,Nut,488,7,34,480,OP112,Aurangabad
05-08-24,MCH003,Evening,Gear,558,8,17,450,OP108,Nagpur
05-08-24,MCH003,Night,Nut,594,16,33,500,OP110,Nashik
05-08-24,MCH004,Morning,Nut,640,18,20,480,OP109,Mumbai
05-08-24,MCH004,Evening,Gear,681,24,48,450,OP108,Mumbai
05-08-24,MCH004,Night,Bearing,423,16,24,500,OP113,Nashik
05-08-24,MCH005,Morning,Bolt,690,15,36,480,OP119,Aurangabad
05-08-24,MCH005,Evening,Gear,407,7,46,450,OP112,Nagpur
05-08-24,MCH005,Night,Bolt,452,17,55,500,OP101,Pune
06-08-24,MCH001,Morning,Nut,414,18,43,480,OP104,Pune
06-08-24,MCH001,Evening,Nut,639,21,47,450,OP114,Nashik
06-08-24,MCH001,Night,Shaft,614,17,37,500,OP113,Mumbai
06-08-24,MCH002,Morning,Shaft,618,19,54,480,OP108,Nashik
06-08-24,MCH002,Evening,Bearing,446,9,24,450,OP119,Mumbai
06-08-24,MCH002,Night,Bolt,462,16,29,500,OP113,Aurangabad
06-08-24,MCH003,Morning,Bolt,674,10,46,480,OP119,Nashik
06-08-24,MCH003,Evening,Nut,497,10,21,450,OP117,Pune
06-08-24,MCH003,Night,Bolt,409,6,35,500,OP110,Nashik
06-08-24,MCH004,Morning,Gear,688,18,5,480,OP108,Nagpur
06-08-24,MCH004,Evening,Shaft,677,8,5,450,OP118,Aurangabad
06-08-24,MCH004,Night,Bearing,691,24,50,500,OP104,Nashik
06-08-24,MCH005,Morning,Gear,552,20,20,480,OP103,Pune
06-08-24,MCH005,Evening,Shaft,639,6,52,450,OP117,Nagpur
06-08-24,MCH005,Night,Bolt,624,20,39,500,OP114,Mumbai
07-08-24,MCH001,Morning,Gear,531,21,8,480,OP118,Pune
07-08-24,MCH001,Evening,Shaft,474,11,53,450,OP103,Pune
07-08-24,MCH001,Night,Nut,691,23,22,500,OP116,Pune
07-08-24,MCH002,Morning,Gear,539,13,54,480,OP101,Pune
07-08-24,MCH002,Evening,Gear,432,13,10,450,OP101,Nashik
07-08-24,MCH002,Night,Shaft,615,19,33,500,OP111,Nashik
07-08-24,MCH003,Morning,Shaft,541,19,43,480,OP106,Nashik
07-08-24,MCH003,Evening,Shaft,546,6,51,450,OP100,Nagpur
07-08-24,MCH003,Night,Gear,505,16,28,500,OP105,Aurangabad
07-08-24,MCH004,Morning,Nut,518,14,50,480,OP114,Aurangabad
07-08-24,MCH004,Evening,Gear,654,5,12,450,OP102,Mumbai
07-08-24,MCH004,Night,Bearing,637,23,45,500,OP107,Nashik
07-08-24,MCH005,Morning,Bearing,631,20,34,480,OP114,Pune
07-08-24,MCH005,Evening,Bolt,537,23,41,450,OP117,Aurangabad
07-08-24,MCH005,Night,Gear,474,13,37,500,OP115,Nashik
08-08-24,MCH001,Morning,Bearing,490,16,26,480,OP107,Nagpur
08-08-24,MCH001,Evening,Shaft,432,21,33,450,OP107,Mumbai
08-08-24,MCH001,Night,Gear,574,24,17,500,OP109,Nagpur
08-08-24,MCH002,Morning,Bolt,554,7,37,480,OP101,Mumbai
08-08-24,MCH002,Evening,Shaft,630,5,11,450,OP114,Nashik
08-08-24,MCH002,Night,Gear,527,10,31,500,OP106,Mumbai
08-08-24,MCH003,Morning,Bolt,420,19,34,480,OP107,Nashik
08-08-24,MCH003,Evening,Gear,454,19,40,450,OP105,Mumbai
08-08-24,MCH003,Night,Bolt,449,20,22,500,OP105,Pune
08-08-24,MCH004,Morning,Nut,429,17,43,480,OP119,Mumbai
08-08-24,MCH004,Evening,Nut,458,16,48,450,OP103,Mumbai
08-08-24,MCH004,Night,Bearing,480,21,7,500,OP105,Pune
08-08-24,MCH005,Morning,Bolt,676,13,12,480,OP116,Aurangabad
08-08-24,MCH005,Evening,Nut,578,20,50,450,OP119,Aurangabad
08-08-24,MCH005,Night,Shaft,447,13,38,500,OP102,Aurangabad
09-08-24,MCH001,Morning,Shaft,593,14,44,480,OP116,Pune
09-08-24,MCH001,Evening,Gear,661,11,51,450,OP117,Pune
09-08-24,MCH001,Night,Nut,622,14,8,500,OP119,Pune
09-08-24,MCH002,Morning,Bearing,503,16,27,480,OP114,Mumbai
09-08-24,MCH002,Evening,Bearing,582,22,5,450,OP116,Aurangabad
09-08-24,MCH002,Night,Shaft,516,14,42,500,OP111,Pune
09-08-24,MCH003,Morning,Nut,625,23,56,480,OP105,Aurangabad
09-08-24,MCH003,Evening,Gear,412,13,16,450,OP117,Mumbai
09-08-24,MCH003,Night,Gear,648,6,12,500,OP109,Aurangabad
09-08-24,MCH004,Morning,Bolt,519,22,12,480,OP118,Pune
09-08-24,MCH004,Evening,Nut,668,13,35,450,OP119,Nagpur
09-08-24,MCH004,Night,Bearing,663,19,35,500,OP112,Nagpur
09-08-24,MCH005,Morning,Bolt,494,21,51,480,OP118,Mumbai
09-08-24,MCH005,Evening,Gear,492,12,22,450,OP111,Nashik
09-08-24,MCH005,Night,Bolt,517,19,13,500,OP111,Pune
10-08-24,MCH001,Morning,Nut,565,12,14,480,OP114,Nagpur
10-08-24,MCH001,Evening,Nut,449,15,13,450,OP108,Nashik
10-08-24,MCH001,Night,Bearing,509,7,21,500,OP103,Aurangabad
10-08-24,MCH002,Morning,Nut,513,19,23,480,OP105,Pune
10-08-24,MCH002,Evening,Nut,675,9,15,450,OP101,Nagpur
10-08-24,MCH002,Night,Bearing,463,11,10,500,OP109,Aurangabad
10-08-24,MCH003,Morning,Gear,427,7,5,480,OP108,Mumbai
10-08-24,MCH003,Evening,Gear,631,10,59,450,OP112,Nashik
10-08-24,MCH003,Night,Bearing,601,5,16,500,OP110,Pune
10-08-24,MCH004,Morning,Bearing,684,11,48,480,OP112,Aurangabad
10-08-24,MCH004,Evening,Shaft,662,18,58,450,OP113,Aurangabad
10-08-24,MCH004,Night,Bearing,594,18,42,500,OP114,Nashik
10-08-24,MCH005,Morning,Nut,412,6,28,480,OP100,Nashik
10-08-24,MCH005,Evening,Shaft,664,18,31,450,OP117,Pune
10-08-24,MCH005,Night,Nut,560,9,46,500,OP112,Pune
11-08-24,MCH001,Morning,Shaft,612,6,40,480,OP116,Aurangabad
11-08-24,MCH001,Evening,Gear,650,6,39,450,OP113,Nagpur
11-08-24,MCH001,Night,Bolt,568,6,23,500,OP115,Aurangabad
11-08-24,MCH002,Morning,Shaft,400,6,52,480,OP101,Nashik
11-08-24,MCH002,Evening,Bearing,537,23,46,450,OP115,Mumbai
11-08-24,MCH002,Night,Nut,494,17,29,500,OP106,Nagpur
11-08-24,MCH003,Morning,Bearing,456,22,42,480,OP108,Mumbai
11-08-24,MCH003,Evening,Shaft,448,16,39,450,OP104,Mumbai
11-08-24,MCH003,Night,Bolt,578,8,14,500,OP117,Nagpur
11-08-24,MCH004,Morning,Bearing,626,9,52,480,OP119,Nashik
11-08-24,MCH004,Evening,Bolt,455,17,8,450,OP104,Nagpur
11-08-24,MCH004,Night,Bolt,669,8,48,500,OP105,Mumbai
11-08-24,MCH005,Morning,Nut,400,20,8,480,OP108,Mumbai
11-08-24,MCH005,Evening,Gear,448,19,55,450,OP106,Mumbai
11-08-24,MCH005,Night,Gear,661,23,57,500,OP111,Nashik
12-08-24,MCH001,Morning,Bolt,532,5,12,480,OP106,Mumbai
12-08-24,MCH001,Evening,Nut,637,13,9,450,OP103,Nagpur
12-08-24,MCH001,Night,Shaft,572,5,7,500,OP107,Pune
12-08-24,MCH002,Morning,Shaft,575,24,24,480,OP115,Pune
12-08-24,MCH002,Evening,Nut,409,11,46,450,OP118,Nashik
12-08-24,MCH002,Night,Bearing,453,21,13,500,OP108,Nashik
12-08-24,MCH003,Morning,Bearing,552,18,6,480,OP109,Nashik
12-08-24,MCH003,Evening,Bearing,533,10,36,450,OP106,Nashik
12-08-24,MCH003,Night,Gear,466,13,39,500,OP105,Pune
12-08-24,MCH004,Morning,Shaft,689,16,28,480,OP105,Nashik
12-08-24,MCH004,Evening,Bolt,682,20,28,450,OP117,Pune
12-08-24,MCH004,Night,Shaft,676,23,38,500,OP100,Mumbai
12-08-24,MCH005,Morning,Bolt,658,5,10,480,OP118,Nashik
12-08-24,MCH005,Evening,Bearing,596,24,13,450,OP114,Aurangabad
12-08-24,MCH005,Night,Shaft,531,12,56,500,OP116,Aurangabad
13-08-24,MCH001,Morning,Shaft,607,14,38,480,OP110,Nashik
13-08-24,MCH001,Evening,Nut,506,13,11,450,OP114,Pune
13-08-24,MCH001,Night,Nut,658,19,50,500,OP107,Mumbai
13-08-24,MCH002,Morning,Gear,605,12,59,480,OP109,Mumbai
13-08-24,MCH002,Evening,Shaft,478,9,26,450,OP112,Mumbai
13-08-24,MCH002,Night,Bearing,461,18,14,500,OP103,Nashik
13-08-24,MCH003,Morning,Shaft,484,13,24,480,OP102,Pune
13-08-24,MCH003,Evening,Gear,456,20,40,450,OP110,Nashik
13-08-24,MCH003,Night,Nut,674,18,45,500,OP102,Pune
13-08-24,MCH004,Morning,Gear,587,8,15,480,OP118,Mumbai
13-08-24,MCH004,Evening,Bolt,679,21,52,450,OP119,Aurangabad
13-08-24,MCH004,Night,Shaft,509,9,9,500,OP119,Mumbai
13-08-24,MCH005,Morning,Bearing,496,13,7,480,OP103,Mumbai
13-08-24,MCH005,Evening,Gear,639,6,14,450,OP106,Nashik
13-08-24,MCH005,Night,Shaft,555,13,11,500,OP115,Nashik
14-08-24,MCH001,Morning,Shaft,480,12,6,480,OP119,Nashik
14-08-24,MCH001,Evening,Bolt,495,7,12,450,OP101,Pune
14-08-24,MCH001,Night,Bolt,547,21,14,500,OP108,Mumbai
14-08-24,MCH002,Morning,Gear,430,16,16,480,OP115,Nashik
14-08-24,MCH002,Evening,Bearing,487,16,57,450,OP117,Aurangabad
14-08-24,MCH002,Night,Gear,539,21,37,500,OP117,Nashik
14-08-24,MCH003,Morning,Gear,633,23,52,480,OP113,Mumbai
14-08-24,MCH003,Evening,Nut,453,9,48,450,OP103,Nagpur
14-08-24,MCH003,Night,Bearing,438,10,49,500,OP103,Aurangabad
14-08-24,MCH004,Morning,Bolt,567,11,41,480,OP102,Pune
14-08-24,MCH004,Evening,Nut,486,17,51,450,OP118,Nagpur
14-08-24,MCH004,Night,Bolt,412,16,28,500,OP108,Nashik
14-08-24,MCH005,Morning,Gear,525,15,14,480,OP100,Aurangabad
14-08-24,MCH005,Evening,Shaft,585,17,18,450,OP100,Mumbai
14-08-24,MCH005,Night,Shaft,502,13,35,500,OP103,Nashik
15-08-24,MCH001,Morning,Nut,649,9,13,480,OP112,Nashik
15-08-24,MCH001,Evening,Nut,696,14,55,450,OP109,Pune
15-08-24,MCH001,Night,Bearing,403,10,48,500,OP117,Mumbai
15-08-24,MCH002,Morning,Nut,623,10,18,480,OP105,Nashik
15-08-24,MCH002,Evening,Nut,453,16,12,450,OP109,Mumbai
15-08-24,MCH002,Night,Gear,535,13,49,500,OP119,Nashik
15-08-24,MCH003,Morning,Gear,522,24,33,480,OP113,Nagpur
15-08-24,MCH003,Evening,Bolt,618,18,37,450,OP104,Nagpur
15-08-24,MCH003,Night,Bolt,532,6,54,500,OP108,Aurangabad
15-08-24,MCH004,Morning,Shaft,681,22,40,480,OP107,Aurangabad
15-08-24,MCH004,Evening,Gear,652,21,52,450,OP117,Aurangabad
15-08-24,MCH004,Night,Bearing,688,22,8,500,OP119,Aurangabad
